latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
26.90603,90.46045,330.34,0.55,0.43,2024-03-14,0645,N20,VIIRS,l,2,304.22,4.31,D,0
26.91833,89.54674,329.63,0.41,0.45,2024-03-14,0645,N20,VIIRS,n,2,293.9,2.33,D,0
27.28436,91.41586,341.65,0.49,0.4,2024-03-14,0645,N20,VIIRS,n,2,293.29,8.66,D,0
27.28806,91.41537,347.04,0.49,0.4,2024-03-14,0645,N20,VIIRS,n,2,295.71,11.89,D,0
27.28179,91.40705,304.86,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,281.7,0.98,N,0
27.44477,89.38058,336.91,0.6,0.53,2024-03-14,1911,N20,VIIRS,n,2,277.73,7.16,N,0
27.25018,91.45712,317.84,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,285.2,2.54,N,0
27.25453,91.45709,318.1,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,285.65,2.54,N,0
27.25497,91.45312,295.64,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,283.79,1.6,N,0
27.2812,91.41241,295.63,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,276.98,0.98,N,0
27.28936,91.4175,304.49,0.45,0.47,2024-03-14,1911,N20,VIIRS,n,2,279.48,1.33,N,0
27.27918,91.4199,339.62,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.7,12.01,D,0
27.27819,91.41544,350.36,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,299.16,12.01,D,0
27.27678,91.40915,327.02,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,296.14,6.11,D,0
27.2851,91.42378,330.95,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.05,4.74,D,0
27.3007,91.40318,330.89,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,291.73,11.67,D,0
27.29553,91.40263,341.93,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,294.51,11.67,D,0
27.25492,91.46635,328.42,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,294.62,4.93,D,0
27.25341,91.45947,330.75,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,296.31,6.45,D,0
27.26464,91.44169,336,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,294.55,10.67,D,0
27.26339,91.43596,338.95,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,299.41,10.67,D,0
27.27406,91.41553,354.38,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.25,9.77,D,0
27.27284,91.40991,345.44,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.41,9.77,D,0
27.28022,91.42068,331.71,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297,4.31,D,0
27.27926,91.41626,331.15,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,296.87,8.11,D,0
27.28608,91.42443,331.27,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.39,4.31,D,0
27.28513,91.42007,328,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,297.03,4.31,D,0
27.2968,91.40424,340.79,0.6,0.53,2024-03-15,0626,N20,VIIRS,n,2,294.99,35.21,D,0
27.4418,90.45103,342.65,0.34,0.56,2024-03-15,0627,N20,VIIRS,n,2,295.73,4.42,D,0
27.30635,91.3951,312.25,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,281.08,2.57,N,0
27.26933,91.40316,322.97,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.91,5.17,N,0
27.27509,91.43333,295.23,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.09,1.48,N,0
27.2658,91.4166,295.04,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,282.56,4.05,N,0
27.2707,91.39797,308.98,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.5,5.17,N,0
27.26787,91.4087,323.67,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.97,4.05,N,0
27.28699,91.39082,308.09,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,282.53,4.1,N,0
27.29952,91.39508,307.12,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,280.82,2.57,N,0
27.2781,91.42182,296.28,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,281.81,1.48,N,0
27.28641,91.39018,317.9,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.33,5.3,N,0
27.30493,91.39753,301.37,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,281.08,2.79,N,0
27.30576,91.39436,314.81,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,280.69,2.79,N,0
27.27114,91.39886,313.79,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,284.11,3.82,N,0
27.27292,91.39227,300.36,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.16,3.82,N,0
27.2683,91.40939,321.86,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,284.11,4.9,N,0
27.26978,91.4039,322.64,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,284.11,4.9,N,0
27.27028,91.42747,295.45,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,281.79,2.39,N,0
27.28106,91.38742,298.74,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,283.13,3.13,N,0
27.27806,91.42404,300.07,0.61,0.71,2024-03-15,2032,N20,VIIRS,n,2,282.16,2.86,N,0
26.73681,89.60763,305.78,0.49,0.65,2024-03-15,2033,N20,VIIRS,n,2,288.37,1.66,N,0
27.26516,91.41992,348.09,0.58,0.7,2024-03-16,0608,N20,VIIRS,n,2,293.33,16.3,D,0
27.26361,91.41384,350.1,0.58,0.7,2024-03-16,0608,N20,VIIRS,n,2,292.03,17.94,D,0
27.26687,91.41566,367,0.58,0.7,2024-03-16,0608,N20,VIIRS,h,2,297.59,20.9,D,0
27.26803,91.42006,334.7,0.58,0.7,2024-03-16,0608,N20,VIIRS,n,2,294.6,13.26,D,0
26.81964,90.54404,367,0.41,0.61,2024-03-16,0748,N20,VIIRS,h,2,302.37,16.96,D,0
26.79742,89.44312,336.12,0.35,0.57,2024-03-16,0748,N20,VIIRS,n,2,302.04,1.49,D,0
26.7527,89.63907,302.32,0.51,0.49,2024-03-16,2014,N20,VIIRS,n,2,289.07,1.39,N,0
26.85541,90.2566,338.77,0.4,0.44,2024-03-17,0729,N20,VIIRS,n,2,306.01,7.05,D,0
26.78933,90.83001,367,0.43,0.46,2024-03-17,0729,N20,VIIRS,h,2,306.74,8.33,D,0
26.85585,90.26056,340.34,0.4,0.44,2024-03-17,0729,N20,VIIRS,n,2,300.22,7.05,D,0
26.78514,90.83084,337.68,0.43,0.46,2024-03-17,0729,N20,VIIRS,n,2,310.95,8.33,D,0
26.85552,91.89545,336.86,0.5,0.49,2024-03-17,0729,N20,VIIRS,n,2,305.8,4.83,D,0
26.88774,91.94131,331.07,0.51,0.49,2024-03-17,0729,N20,VIIRS,l,2,301.8,3.22,D,0
26.88232,91.84573,344.29,0.5,0.49,2024-03-17,0729,N20,VIIRS,n,2,310.25,18.64,D,0
26.88915,91.94304,330.12,0.51,0.49,2024-03-17,0729,N20,VIIRS,l,2,300.9,5.79,D,0
26.7856,90.83521,337.39,0.43,0.46,2024-03-17,0729,N20,VIIRS,n,2,302.19,5.14,D,0
26.78047,90.82719,337.2,0.43,0.46,2024-03-17,0729,N20,VIIRS,n,2,307.11,7.55,D,0
26.8839,91.84247,341.82,0.5,0.49,2024-03-17,0729,N20,VIIRS,n,2,302.75,7.92,D,0
26.78094,90.83156,367,0.43,0.46,2024-03-17,0729,N20,VIIRS,h,2,311.03,7.55,D,0
26.91121,91.93419,339.63,0.51,0.49,2024-03-17,0729,N20,VIIRS,n,2,296.55,4.39,D,0
26.8794,91.84311,342.5,0.5,0.49,2024-03-17,0729,N20,VIIRS,n,2,306.13,7.92,D,0
27.62219,89.30007,331.93,0.55,0.42,2024-03-17,0729,N20,VIIRS,l,2,305.07,5.13,D,0
27.60433,91.25044,340.88,0.47,0.48,2024-03-17,0729,N20,VIIRS,n,2,295.71,12.46,D,0
26.75536,89.63247,310.04,0.43,0.38,2024-03-17,1955,N20,VIIRS,n,2,290.86,1.83,N,0
26.78755,91.3012,306.44,0.51,0.41,2024-03-17,1955,N20,VIIRS,n,2,292.03,0.9,N,0
26.78467,91.29585,303.24,0.51,0.41,2024-03-17,1955,N20,VIIRS,n,2,291.31,0.9,N,0
26.82725,91.63033,301.52,0.53,0.42,2024-03-17,1955,N20,VIIRS,n,2,290.56,0.56,N,0
26.8696,90.2598,300.87,0.46,0.39,2024-03-17,1955,N20,VIIRS,n,2,289.23,0.33,N,0
26.72505,89.60078,309.56,0.43,0.38,2024-03-17,1955,N20,VIIRS,n,2,291.41,1.44,N,0
27.62651,89.3037,337.57,0.38,0.36,2024-03-18,0710,N20,VIIRS,l,2,309.94,28.53,D,0
26.87544,91.98577,354.33,0.43,0.38,2024-03-18,0710,N20,VIIRS,n,2,298.39,6.96,D,0
26.8357,91.56702,333.27,0.42,0.38,2024-03-18,0710,N20,VIIRS,n,2,298.4,3.38,D,0
26.7284,89.61475,330.78,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,294.66,1.73,D,0
26.86072,90.49422,338.28,0.39,0.36,2024-03-18,0710,N20,VIIRS,n,2,309.38,17.98,D,0
26.86405,90.49363,345.43,0.39,0.36,2024-03-18,0710,N20,VIIRS,n,2,297.17,17.98,D,0
26.92215,89.7286,332.7,0.39,0.36,2024-03-18,0710,N20,VIIRS,n,2,294.83,2.29,D,0
26.92112,89.56296,326.72,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,295.21,2.4,D,0
27.31054,91.2316,334.61,0.41,0.37,2024-03-18,0710,N20,VIIRS,n,2,297.52,4.12,D,0
27.05018,89.40536,326.21,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,297.56,1.96,D,0
27.72442,89.99155,336.69,0.39,0.36,2024-03-18,0710,N20,VIIRS,n,2,281.09,4.75,D,0
27.62324,89.30437,348.39,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,293.19,28.53,D,0
27.62266,89.30053,330.04,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,293.69,6.8,D,0
27.62977,89.30304,345.75,0.38,0.36,2024-03-18,0710,N20,VIIRS,n,2,292.05,14.98,D,0
26.73907,89.61367,302.35,0.41,0.37,2024-03-18,1936,N20,VIIRS,n,2,291.72,0.73,N,0
26.75915,89.6432,299.84,0.41,0.37,2024-03-18,1936,N20,VIIRS,n,2,289.81,0.69,N,0
26.73513,89.61693,307.51,0.41,0.37,2024-03-18,1936,N20,VIIRS,n,2,292.91,0.73,N,0
27.00543,88.85345,308.46,0.43,0.38,2024-03-18,1936,N20,VIIRS,n,2,291.32,1.2,N,0
26.87629,91.98111,309.63,0.38,0.36,2024-03-18,1936,N20,VIIRS,n,2,287.57,0.7,N,0
26.8769,91.97729,299.08,0.38,0.36,2024-03-18,1936,N20,VIIRS,n,2,285.45,0.7,N,0
26.87957,91.98176,304.37,0.38,0.36,2024-03-18,1936,N20,VIIRS,n,2,287.81,0.78,N,0
26.88225,91.98621,310.54,0.38,0.36,2024-03-18,1936,N20,VIIRS,n,2,289.02,1.41,N,0
27.62514,89.30628,306.92,0.42,0.38,2024-03-18,1936,N20,VIIRS,n,2,271.32,1.72,N,0
26.85393,90.52739,332.39,0.46,0.39,2024-03-19,0651,N20,VIIRS,n,2,301.86,4.12,D,0
26.73619,89.6235,331.34,0.51,0.41,2024-03-19,0651,N20,VIIRS,n,2,296.66,3.84,D,0
26.73527,89.61847,329.89,0.51,0.41,2024-03-19,0651,N20,VIIRS,l,2,300.1,5.39,D,0
26.87416,90.21783,327.58,0.48,0.4,2024-03-19,0651,N20,VIIRS,n,2,295.96,3.46,D,0
26.8733,90.21316,328.47,0.48,0.4,2024-03-19,0651,N20,VIIRS,n,2,293.23,3.46,D,0
27.22689,91.41198,352.75,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,298.78,10.74,D,0
27.22609,91.4073,325.31,0.42,0.38,2024-03-19,0651,N20,VIIRS,l,2,298.14,2.64,D,0
27.23112,91.41598,341.3,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,292.88,5.36,D,0
27.23032,91.41129,338.49,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,293.3,5.36,D,0
27.22951,91.40655,348.92,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,308.52,22.36,D,0
27.23369,91.41028,330.73,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,294.26,5.36,D,0
27.2329,91.40561,348.59,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,296.6,22.36,D,0
27.23784,91.4138,341.15,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,294.32,7.54,D,0
27.23707,91.40926,346.49,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,299.07,7.54,D,0
27.24643,91.40172,348.63,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,302.58,7.61,D,0
27.24576,91.39778,355.72,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,304.6,7.61,D,0
27.2451,91.3939,352.97,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,303.35,7.15,D,0
27.24444,91.39006,339.17,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,302.35,7.15,D,0
27.24317,91.38264,345.46,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,300.46,6.46,D,0
27.24254,91.37897,344.57,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,302.38,12.03,D,0
27.25058,91.40522,367,0.42,0.38,2024-03-19,0651,N20,VIIRS,h,2,306.95,5.97,D,0
27.2513,91.40943,332.75,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,300.72,5.97,D,0
27.2499,91.40124,340.79,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,305.06,8.7,D,0
27.24666,91.38233,353.03,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,303.6,8.31,D,0
27.24603,91.37866,348.83,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,316.32,37.4,D,0
27.24538,91.37486,330.78,0.42,0.38,2024-03-19,0651,N20,VIIRS,l,2,304.34,37.4,D,0
27.25402,91.40459,343.74,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,302.96,5.97,D,0
27.25015,91.38197,331.88,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,300.16,8.31,D,0
27.25745,91.4039,328.94,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,298.57,2.29,D,0
27.25617,91.39643,332.63,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,297.19,4.36,D,0
27.26022,91.39935,332.56,0.42,0.38,2024-03-19,0651,N20,VIIRS,n,2,298.41,4.36,D,0
26.87083,91.97417,303.99,0.51,0.41,2024-03-19,1917,N20,VIIRS,n,2,279.3,1.43,N,0
26.87087,91.97553,304.66,0.51,0.41,2024-03-19,1917,N20,VIIRS,n,2,278.87,1.34,N,0
27.51988,89.84953,330.96,0.39,0.36,2024-03-28,0710,N20,VIIRS,n,2,295.27,3.34,D,0
27.39486,89.01991,334.09,0.39,0.36,2024-04-02,0708,N20,VIIRS,n,2,300.62,5.26,D,0
27.39161,89.02058,330.67,0.39,0.36,2024-04-02,0708,N20,VIIRS,n,2,292.15,5.26,D,0
27.29877,89.98747,340.89,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,300.05,25.59,D,0
27.29934,89.99126,347.42,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,300.1,34.27,D,0
27.29552,89.9881,346.75,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,304.49,25.59,D,0
27.29609,89.99191,355.83,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,307.23,34.27,D,0
27.29284,89.99252,367,0.38,0.36,2024-04-02,0708,N20,VIIRS,h,2,304.33,11.81,D,0
27.2882,90.02854,340.96,0.38,0.36,2024-04-02,0708,N20,VIIRS,l,2,315.09,85.62,D,0
27.28495,90.0292,344.8,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,304.74,16.55,D,0
27.28438,90.02541,342.24,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,307.72,16.55,D,0
27.28113,90.02607,345.01,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,303.12,16.55,D,0
27.28057,90.02227,344.28,0.38,0.36,2024-04-02,0708,N20,VIIRS,n,2,304.56,9.78,D,0
